experiment_id,trial_number,question_id,human_response,model_response
56,4,SLN,longer,longer
56,5,LSR,longer,shorter
56,6,HMR,equal,equal
56,7,HSN,shorter,shorter
56,8,HMN,equal,equal
56,9,HLR,shorter,longer
56,10,LSN,shorter,shorter
56,11,LLR,shorter,longer
56,12,HLN,longer,longer
56,13,LLN,longer,longer
56,14,LMN,equal,equal
56,15,SMR,equal,equal
56,16,SMN,equal,equal
56,17,SLR,shorter,longer
56,18,SSN,shorter,shorter
57,1,LSR,equal,shorter
57,2,HSR,longer,shorter
57,3,HSN,shorter,shorter
57,4,LLR,shorter,longer
57,5,HLR,shorter,longer
57,6,SMR,equal,equal
57,7,LSN,equal,shorter
57,8,SLR,shorter,longer
57,9,SSN,equal,shorter
57,10,LMR,equal,equal
57,11,LLN,longer,longer
57,12,SMN,equal,equal
57,13,SLN,longer,longer
57,14,SSR,equal,shorter
57,15,HMR,equal,equal
57,16,HLN,longer,longer
57,17,HMN,equal,equal
57,18,LMN,equal,equal
58,1,HSR,equal,shorter
58,2,LSR,equal,shorter
58,3,LSN,equal,equal
58,4,LMR,equal,equal
58,5,HLN,longer,longer
59,1,SMN,equal,equal
61,1,LLN,longer,longer
61,2,LSR,longer,shorter
61,3,HSN,equal,shorter
61,4,LSN,equal,shorter
61,5,SLN,equal,longer
61,6,LMR,equal,equal
61,7,SSR,longer,shorter
61,8,HSR,longer,shorter
61,9,HLN,longer,longer
61,10,LLR,shorter,longer
61,11,HLR,equal,longer
61,12,HMR,equal,equal
61,13,SLR,equal,longer
61,14,SMR,equal,equal
61,15,SMN,equal,equal
61,16,LMN,equal,equal
61,17,HMN,equal,equal
61,18,SSN,shorter,shorter
62,1,SSR,longer,shorter
62,2,LLR,shorter,longer
62,3,SLR,longer,longer
62,4,SMR,longer,equal
63,1,LMN,equal,equal
63,2,SSN,equal,shorter
63,3,HLR,equal,longer
63,4,HMR,equal,equal
63,5,SSR,longer,shorter
63,6,SLR,equal,longer
63,7,SMN,equal,equal
63,8,LLN,shorter,longer
63,9,HSR,equal,shorter
63,10,HMN,equal,equal
63,11,LLR,longer,longer
63,12,SLN,equal,longer
63,13,HLN,shorter,equal
63,14,HSN,equal,shorter
63,15,LMR,longer,equal
63,16,SMR,equal,equal
63,17,LSR,longer,shorter
63,18,LSN,shorter,shorter
64,1,LLR,equal,longer
64,2,HMR,equal,equal
64,3,LLN,longer,longer
64,4,SLR,shorter,longer
64,5,LMR,equal,equal
64,6,LSN,shorter,shorter
64,7,LMN,equal,equal
64,8,HSN,shorter,shorter
64,9,SSR,longer,shorter
64,10,HSR,equal,shorter
64,11,SLN,longer,longer
64,12,SMN,equal,equal
64,13,SMR,equal,equal
64,14,HLR,shorter,longer
64,15,LSR,longer,shorter
64,16,SSN,equal,equal
64,17,HMN,longer,equal
64,18,HLN,longer,longer
65,1,LLN,longer,longer
65,2,SSR,longer,shorter
65,3,HMR,equal,equal
65,4,SMN,equal,equal
66,1,SSN,equal,equal
66,2,LLR,equal,longer
66,3,LMR,equal,equal
66,4,HMN,equal,equal
66,5,LSR,longer,equal
66,6,SSR,equal,shorter
66,7,HSR,equal,equal
66,8,SMR,equal,equal
66,9,LMN,equal,equal
66,10,SMN,equal,equal
66,11,SLR,longer,longer
66,12,SLN,equal,longer
66,13,HMR,equal,equal
66,14,LSN,equal,shorter
66,15,HSN,equal,shorter
66,16,HLN,equal,longer
66,17,HLR,equal,longer
66,18,LLN,equal,longer
67,1,SMR,equal,equal
67,2,HMR,equal,equal
67,3,HLN,equal,longer
67,4,HMN,equal,equal
68,1,HSR,equal,shorter
68,2,LLR,shorter,longer
68,3,SLN,equal,longer
68,4,HLR,shorter,longer
68,5,LMN,longer,equal
68,6,LLN,longer,longer
68,7,HSN,equal,shorter
68,8,SSR,longer,shorter
68,9,LSR,equal,shorter
68,10,HMN,equal,equal
68,11,HMR,equal,equal
68,12,SMR,equal,equal
68,13,LSN,shorter,equal
68,14,SMN,equal,equal
68,15,SLR,shorter,longer
68,16,SSN,equal,shorter
68,17,LMR,equal,equal
68,18,HLN,longer,longer
58,6,HMR,equal,equal
58,7,LLR,equal,longer
58,8,SSR,equal,shorter
58,9,SMN,equal,equal
69,1,LLR,equal,longer
58,10,SLN,equal,longer
69,2,SSN,equal,shorter
58,11,SMR,equal,equal
69,3,LSN,equal,shorter
69,4,HLR,equal,longer
58,12,SLR,equal,longer
69,5,LSR,equal,shorter
69,6,LMR,equal,equal
58,13,HSN,equal,shorter
69,7,SLR,equal,equal
58,14,LMN,equal,equal
58,15,HMN,equal,equal
69,8,LMN,equal,equal
58,16,HLR,equal,longer
69,9,HSR,equal,shorter
69,10,HMN,equal,equal
58,17,LLN,equal,longer
69,11,SMR,equal,equal
69,12,SLN,equal,longer
58,18,SSN,equal,shorter
69,13,SSR,equal,shorter
69,14,HSN,equal,shorter
69,15,SMN,equal,equal
69,16,LLN,longer,longer
69,17,HMR,equal,equal
69,18,HLN,equal,longer
71,1,HLR,shorter,longer
72,1,LMR,shorter,equal
71,2,LLR,shorter,longer
71,3,LSN,equal,equal
71,4,SLR,shorter,longer
72,2,HSR,shorter,shorter
71,5,SMN,equal,equal
72,3,SMN,equal,equal
72,4,LLN,longer,longer
72,5,LMN,shorter,equal
71,6,SLN,longer,longer
72,6,SLR,shorter,longer
72,7,SSN,equal,equal
72,8,LSN,shorter,shorter
71,7,SSR,equal,shorter
72,9,SMR,shorter,equal
72,10,LSR,shorter,shorter
72,11,HLN,longer,longer
72,12,LLR,shorter,longer
71,8,HSN,equal,shorter
72,13,HLR,shorter,longer
71,9,HSR,equal,shorter
72,14,HMR,equal,equal
72,15,SLN,equal,equal
72,16,SSR,equal,shorter
72,17,HMN,shorter,equal
72,18,HSN,shorter,shorter
71,10,LMN,equal,equal
74,1,SSN,equal,shorter
71,11,LLN,longer,longer
74,2,SMN,equal,equal
71,12,LMR,equal,equal
71,13,LSR,longer,shorter
71,14,HMR,equal,equal
74,3,HLR,shorter,longer
74,4,LSR,equal,shorter
71,15,HMN,shorter,equal
71,16,SMR,equal,equal
74,5,HMN,equal,equal
71,17,SSN,equal,shorter
75,1,HMR,equal,equal
71,18,HLN,longer,longer
74,6,SSR,longer,shorter
75,2,LLR,longer,longer
75,3,SMR,equal,equal
75,4,SLR,shorter,longer
74,7,LMR,equal,equal
75,5,HLR,shorter,longer
75,6,LSR,longer,shorter
74,8,HSR,equal,shorter
74,9,LMN,equal,equal
74,10,HSN,equal,shorter
74,11,LLR,shorter,equal
75,7,SSR,longer,shorter
75,8,HSN,shorter,shorter
75,9,LSN,equal,shorter
75,10,SLN,longer,equal
75,11,HSR,equal,shorter
74,12,HMR,equal,equal
74,13,SLR,shorter,longer
74,14,SLN,longer,longer
74,15,SMR,equal,equal
74,16,LSN,equal,shorter
75,12,HMN,shorter,equal
75,13,HLN,longer,longer
74,17,HLN,longer,longer
75,14,SSN,longer,shorter
75,15,LLN,shorter,longer
74,18,LLN,longer,longer
75,16,LMR,equal,equal
75,17,SMN,longer,equal
75,18,LMN,longer,equal
76,1,SMR,shorter,equal
76,2,LMN,equal,equal
76,3,LSN,equal,shorter
78,1,SLR,shorter,longer
78,2,HLN,longer,longer
78,3,HLR,shorter,longer
79,1,LSN,equal,shorter
79,2,HLN,longer,longer
79,3,SSR,equal,shorter
79,4,SMN,equal,equal
80,1,HMR,equal,equal
80,2,LMR,equal,equal
80,3,SLN,equal,longer
80,4,LSN,equal,shorter
80,5,LMN,equal,equal
80,6,SMN,equal,equal
80,7,SMR,equal,equal
80,8,SSN,equal,equal
80,9,HSR,equal,shorter
80,10,HMN,equal,equal
80,11,SLR,equal,longer
80,12,HLR,shorter,longer
80,13,LLN,equal,longer
80,14,HSN,equal,shorter
80,15,LSR,equal,shorter
80,16,HLN,longer,longer
80,17,SSR,equal,shorter
80,18,LLR,equal,longer
81,1,SMN,equal,equal
81,2,HLR,equal,longer
81,3,LLR,shorter,longer
81,4,SMR,equal,equal
81,5,HSN,equal,shorter
81,6,SLR,shorter,longer
81,7,SSN,shorter,shorter
81,8,SLN,longer,longer
81,9,LSN,equal,shorter
81,10,HSR,equal,shorter
81,11,LMN,equal,equal
81,12,LMR,shorter,equal
81,13,LLN,equal,longer
81,14,SSR,longer,shorter
81,15,LSR,equal,shorter
81,16,HMN,equal,equal
81,17,HMR,shorter,equal
81,18,HLN,longer,longer
82,1,HMR,equal,equal
82,2,HSR,equal,shorter
82,3,LLN,equal,longer
82,4,LLR,equal,longer
82,5,SMN,equal,equal
82,6,LSR,equal,shorter
82,7,SSN,equal,shorter
82,8,LSN,equal,shorter
82,9,HSN,equal,shorter
82,10,SLN,longer,longer
82,11,HMN,equal,equal
82,12,HLN,longer,longer
82,13,LMR,equal,equal
83,1,LMN,longer,equal
82,14,SSR,longer,shorter
83,2,LLN,equal,longer
82,15,SMR,equal,equal
83,3,SSN,shorter,equal
83,4,HSR,equal,shorter
83,5,LLR,shorter,longer
84,1,SLN,equal,longer
82,16,HLR,shorter,longer
83,6,SLR,equal,longer
83,7,SLN,equal,longer
84,2,LLN,equal,longer
82,17,LMN,equal,equal
83,8,HMR,equal,equal
83,9,LSN,shorter,equal
84,3,SSR,equal,shorter
82,18,SLR,shorter,longer
83,10,SMN,equal,equal
83,11,LSR,equal,shorter
84,4,HLN,equal,equal
83,12,SMR,equal,equal
84,5,HSN,equal,equal
83,13,HLR,equal,longer
83,14,HMN,equal,equal
83,15,SSR,equal,equal
83,16,HLN,equal,longer
83,17,LMR,equal,equal
83,18,HSN,equal,shorter
86,1,LLN,longer,longer
86,2,LMN,shorter,equal
86,3,SLR,shorter,longer
86,4,LSN,shorter,shorter
86,5,HMR,shorter,equal
86,6,HLR,shorter,equal
86,7,SMN,equal,equal
86,8,LLR,shorter,longer
86,9,SLN,equal,longer
86,10,HSN,longer,shorter
86,11,HSR,shorter,shorter
86,12,SMR,equal,equal
86,13,LMR,longer,equal
86,14,HLN,longer,longer
86,15,SSR,equal,shorter
86,16,LSR,shorter,shorter
86,17,HMN,equal,equal
86,18,SSN,equal,shorter
87,1,HMR,equal,equal
87,2,LLR,shorter,longer
87,3,LMN,longer,equal
87,4,SSR,longer,shorter
87,5,HSN,shorter,shorter
87,6,HLN,equal,longer
87,7,HSR,equal,shorter
87,8,LSR,equal,shorter
87,9,SMN,longer,equal
87,10,HLR,shorter,longer
87,11,SMR,equal,equal
87,12,SLN,equal,longer
87,13,SLR,shorter,longer
87,14,LMR,longer,equal
87,15,LLN,longer,longer
87,16,SSN,shorter,shorter
87,17,LSN,equal,shorter
87,18,HMN,longer,equal
88,1,SMR,shorter,equal
88,2,LMN,equal,equal
88,3,HLR,longer,longer
88,4,HSR,equal,shorter
88,5,LLN,longer,longer
88,6,LSR,equal,shorter
88,7,HMN,equal,equal
88,8,SSN,equal,shorter
88,9,SLN,equal,longer
88,10,HLN,equal,longer
88,11,SLR,shorter,longer
88,12,LLR,shorter,longer
88,13,HSN,equal,shorter
88,14,LMR,equal,equal
88,15,HMR,equal,equal
88,16,LSN,shorter,equal
88,17,SSR,equal,shorter
88,18,SMN,equal,equal
89,1,HMN,equal,equal
89,2,SMN,equal,equal
89,3,LMR,equal,equal
89,4,LSR,equal,shorter
89,5,HLN,equal,longer
89,6,SSR,equal,shorter
89,7,SSN,equal,shorter
89,8,LMN,equal,equal
89,9,SLN,equal,longer
89,10,SLR,equal,longer
89,11,HSR,equal,shorter
89,12,LLN,equal,longer
89,13,HSN,equal,shorter
89,14,LSN,equal,shorter
89,15,SMR,equal,equal
89,16,HLR,equal,longer
89,17,LLR,equal,longer
89,18,HMR,equal,equal
90,1,HMN,longer,equal
90,2,SLR,equal,longer
90,3,LMN,longer,equal
90,4,HSR,shorter,shorter
90,5,HSN,longer,shorter
90,6,HMR,shorter,equal
90,7,LLR,shorter,longer
90,8,LSR,shorter,equal
90,9,SMN,equal,equal
90,10,SSN,equal,shorter
90,11,SMR,equal,equal
90,12,SSR,equal,shorter
90,13,HLN,longer,longer
90,14,LSN,longer,shorter
90,15,SLN,equal,longer
90,16,LLN,longer,longer
90,17,HLR,shorter,longer
90,18,LMR,shorter,equal
93,1,SLR,shorter,longer
93,2,SSR,equal,shorter
93,3,SSN,shorter,shorter
93,4,HMR,equal,equal
93,4,HMR,longer,equal
93,5,HLR,shorter,longer
93,6,SMR,equal,equal
93,7,HSN,equal,shorter
93,8,LSN,equal,shorter
93,9,LMN,equal,equal
93,10,LLR,longer,longer
93,11,HLN,equal,longer
93,12,SLN,longer,longer
93,13,SMN,equal,equal
93,14,LSR,equal,shorter
93,15,LLN,longer,longer
93,16,HMN,equal,equal
93,17,LMR,equal,equal
93,18,HSR,longer,shorter
94,1,LLN,equal,longer
94,2,HSN,equal,shorter
94,3,SSR,equal,shorter
94,4,SLN,longer,longer
94,5,HSR,longer,shorter
94,6,LLR,equal,longer
94,7,LSR,longer,shorter
94,8,SSN,shorter,shorter
94,9,HLR,equal,longer
94,10,LSN,equal,shorter
94,11,SLR,shorter,longer
94,12,HMN,equal,equal
94,13,HMR,equal,equal
94,14,LMR,equal,equal
94,15,LMN,equal,equal
94,16,SMR,equal,equal
94,17,HLN,longer,longer
94,18,SMN,equal,equal
95,1,HLR,shorter,longer
95,2,LSR,equal,shorter
95,3,SLR,equal,longer
95,4,SLN,longer,longer
95,5,LLN,shorter,longer
95,6,SMN,equal,equal
95,7,SSN,shorter,shorter
95,8,LLR,shorter,longer
95,9,LMN,shorter,equal
95,10,SMR,equal,equal
95,11,HLN,longer,longer
95,12,SSR,longer,shorter
95,13,HSR,equal,shorter
95,14,LMR,equal,equal
95,15,LSN,equal,shorter
95,16,HMR,equal,equal
95,17,HSN,equal,shorter
95,18,HMN,equal,equal
96,1,SMR,shorter,equal
96,2,SLR,equal,longer
96,3,LLN,longer,longer
96,4,HMR,equal,equal
96,5,HLN,equal,longer
96,6,HLR,longer,longer
97,1,SSN,shorter,shorter
97,2,SMR,shorter,equal
97,3,HMN,equal,equal
97,4,LMR,equal,equal
97,5,LMN,equal,equal
97,6,LSR,equal,shorter
97,7,HMR,equal,equal
97,8,HLN,equal,equal
97,9,SMN,equal,equal
97,10,SSR,equal,shorter
97,11,HLR,equal,longer
97,12,LSN,equal,shorter
97,13,HSR,equal,shorter
97,14,SLN,equal,longer
97,15,LLR,equal,longer
97,16,SLR,equal,longer
97,17,LLN,equal,longer
97,18,HSN,equal,shorter
99,1,HLN,equal,longer
99,2,LSR,equal,shorter
99,3,HSR,equal,shorter
99,4,HSN,shorter,shorter
100,1,HSR,equal,shorter
100,2,HLN,equal,longer
100,3,LLN,equal,longer
100,4,SSR,equal,shorter
100,5,LMN,equal,equal
100,6,LMR,equal,equal
100,7,HSN,longer,shorter
100,8,HMR,equal,equal
100,9,SMN,equal,equal
100,10,HLR,shorter,longer
100,11,LSN,equal,shorter
100,12,SLR,shorter,longer
100,13,SLN,equal,longer
100,14,LSR,equal,shorter
100,15,SSN,equal,shorter
100,16,SMR,equal,equal
100,17,LLR,equal,longer
100,18,HMN,equal,equal
102,1,HSR,equal,shorter
102,2,HLR,shorter,equal
102,3,LMR,equal,equal
102,4,SMR,equal,equal
102,5,LLR,shorter,longer
102,6,SLR,shorter,longer
102,7,LMN,equal,equal
102,8,HMN,equal,equal
102,9,HLN,equal,longer
102,10,LSR,longer,shorter
102,11,LLN,longer,longer
102,12,SSN,shorter,shorter
102,13,SSR,equal,shorter
102,14,HMR,equal,equal
102,15,SLN,equal,longer
102,16,SMN,equal,equal
102,17,LSN,equal,shorter
102,18,HSN,equal,shorter
103,1,SSN,shorter,shorter
103,2,HSR,equal,shorter
103,3,SMR,equal,equal
103,4,SLN,shorter,longer
103,5,SMN,shorter,equal
103,6,HSN,equal,shorter
104,1,LLR,shorter,longer
104,2,LMR,equal,equal
104,3,HSN,shorter,shorter
104,4,SLN,longer,longer
104,5,SMR,equal,equal
104,6,HLN,longer,equal
104,7,SSN,shorter,shorter
104,8,LSR,equal,shorter
104,9,LLN,longer,longer
104,10,SLR,shorter,longer
104,11,SSR,equal,shorter
104,12,HMN,equal,equal
104,13,LSN,shorter,shorter
104,14,LMN,equal,equal
104,15,HMR,equal,equal
104,16,SMN,equal,equal
104,17,HSR,longer,shorter
104,18,HLR,shorter,longer
